"raw_gene_id","gene_type","official_symbol","description","human_ortho","mouse_ortho","zebrafish_ortho","display_symbol"
"LOC106580594","LOC_Predicted","LOC106580594","","LOC106580594","LOC106580594","LOC106580594","LOC106580594"
"LOC106580595","LOC_Predicted","LOC106580595","","LOC106580595","LOC106580595","LOC106580595","LOC106580595"
"LOC106580596","LOC_Predicted","LOC106580596","","LOC106580596","LOC106580596","LOC106580596","LOC106580596"
"LOC106580597","LOC_Predicted","LOC106580597","","LOC106580597","LOC106580597","LOC106580597","LOC106580597"
"LOC106580598","LOC_Predicted","LOC106580598","","LOC106580598","LOC106580598","LOC106580598","LOC106580598"
"LOC106580600","LOC_Predicted","LOC106580600","","LOC106580600","LOC106580600","LOC106580600","LOC106580600"
"LOC106580601","LOC_Predicted","LOC106580601","","LOC106580601","LOC106580601","LOC106580601","LOC106580601"
"LOC106580605","LOC_Predicted","LOC106580605","","LOC106580605","LOC106580605","LOC106580605","LOC106580605"
"LOC106580607","LOC_Predicted","LOC106580607","","LOC106580607","LOC106580607","LOC106580607","LOC106580607"
"LOC106580610","LOC_Predicted","LOC106580610","","LOC106580610","LOC106580610","LOC106580610","LOC106580610"
"LOC106580611","LOC_Predicted","LOC106580611","","LOC106580611","LOC106580611","LOC106580611","LOC106580611"
"LOC106580612","LOC_Predicted","LOC106580612","","LOC106580612","LOC106580612","LOC106580612","LOC106580612"
"LOC106580614","LOC_Predicted","LOC106580614","","LOC106580614","LOC106580614","LOC106580614","LOC106580614"
"LOC106580618","LOC_Predicted","LOC106580618","","LOC106580618","LOC106580618","LOC106580618","LOC106580618"
"LOC106580619","LOC_Predicted","LOC106580619","","LOC106580619","LOC106580619","LOC106580619","LOC106580619"
"LOC106580620","LOC_Predicted","LOC106580620","","LOC106580620","LOC106580620","LOC106580620","LOC106580620"
"LOC106580621","LOC_Predicted","LOC106580621","","LOC106580621","LOC106580621","LOC106580621","LOC106580621"
"LOC106580622","LOC_Predicted","LOC106580622","","LOC106580622","LOC106580622","LOC106580622","LOC106580622"
"LOC106580623","LOC_Predicted","LOC106580623","","LOC106580623","LOC106580623","LOC106580623","LOC106580623"
"LOC106580625","LOC_Predicted","LOC106580625","","LOC106580625","LOC106580625","LOC106580625","LOC106580625"
"LOC106580626","LOC_Predicted","LOC106580626","","LOC106580626","LOC106580626","LOC106580626","LOC106580626"
"LOC106580627","LOC_Predicted","LOC106580627","","LOC106580627","LOC106580627","LOC106580627","LOC106580627"
"LOC106580628","LOC_Predicted","LOC106580628","","LOC106580628","LOC106580628","LOC106580628","LOC106580628"
"LOC106580629","LOC_Predicted","LOC106580629","","LOC106580629","LOC106580629","LOC106580629","LOC106580629"
"LOC106580630","LOC_Predicted","LOC106580630","","LOC106580630","LOC106580630","LOC106580630","LOC106580630"
"LOC106580631","LOC_Predicted","LOC106580631","","LOC106580631","LOC106580631","LOC106580631","LOC106580631"
"LOC106580633","LOC_Predicted","LOC106580633","","LOC106580633","LOC106580633","LOC106580633","LOC106580633"
"LOC106580637","LOC_Predicted","LOC106580637","","LOC106580637","LOC106580637","LOC106580637","LOC106580637"
"LOC106580639","LOC_Predicted","LOC106580639","","LOC106580639","LOC106580639","LOC106580639","LOC106580639"
"LOC106580640","LOC_Predicted","LOC106580640","","LOC106580640","LOC106580640","LOC106580640","LOC106580640"
"LOC106580641","LOC_Predicted","LOC106580641","","LOC106580641","LOC106580641","LOC106580641","LOC106580641"
"LOC106580642","LOC_Predicted","LOC106580642","","LOC106580642","LOC106580642","LOC106580642","LOC106580642"
"LOC106580643","LOC_Predicted","LOC106580643","","LOC106580643","LOC106580643","LOC106580643","LOC106580643"
"LOC106580645","LOC_Predicted","LOC106580645","","LOC106580645","LOC106580645","LOC106580645","LOC106580645"
"LOC106580647","LOC_Predicted","LOC106580647","","LOC106580647","LOC106580647","LOC106580647","LOC106580647"
"LOC106580650","LOC_Predicted","LOC106580650","","LOC106580650","LOC106580650","LOC106580650","LOC106580650"
"LOC106580651","LOC_Predicted","LOC106580651","","LOC106580651","LOC106580651","LOC106580651","LOC106580651"
"LOC106580653","LOC_Predicted","LOC106580653","","LOC106580653","LOC106580653","LOC106580653","LOC106580653"
"LOC106580654","LOC_Predicted","LOC106580654","","LOC106580654","LOC106580654","LOC106580654","LOC106580654"
"LOC106580656","LOC_Predicted","LOC106580656","","LOC106580656","LOC106580656","LOC106580656","LOC106580656"
"LOC106580659","LOC_Predicted","LOC106580659","","LOC106580659","LOC106580659","LOC106580659","LOC106580659"
"LOC106580661","LOC_Predicted","LOC106580661","","LOC106580661","LOC106580661","LOC106580661","LOC106580661"
"LOC106580663","LOC_Predicted","LOC106580663","","LOC106580663","LOC106580663","LOC106580663","LOC106580663"
"LOC106580665","LOC_Predicted","LOC106580665","","LOC106580665","LOC106580665","LOC106580665","LOC106580665"
"LOC106580670","LOC_Predicted","LOC106580670","","LOC106580670","LOC106580670","LOC106580670","LOC106580670"
"LOC106580674","LOC_Predicted","LOC106580674","","LOC106580674","LOC106580674","LOC106580674","LOC106580674"
"LOC106580676","LOC_Predicted","LOC106580676","","LOC106580676","LOC106580676","LOC106580676","LOC106580676"
"LOC106580677","LOC_Predicted","LOC106580677","","LOC106580677","LOC106580677","LOC106580677","LOC106580677"
"LOC106580678","LOC_Predicted","LOC106580678","","LOC106580678","LOC106580678","LOC106580678","LOC106580678"
"LOC106580679","LOC_Predicted","LOC106580679","","LOC106580679","LOC106580679","LOC106580679","LOC106580679"
"LOC106580681","LOC_Predicted","LOC106580681","","LOC106580681","LOC106580681","LOC106580681","LOC106580681"
"LOC106580682","LOC_Predicted","LOC106580682","","LOC106580682","LOC106580682","LOC106580682","LOC106580682"
"LOC106580683","LOC_Predicted","LOC106580683","","LOC106580683","LOC106580683","LOC106580683","LOC106580683"
"LOC106580685","LOC_Predicted","LOC106580685","","LOC106580685","LOC106580685","LOC106580685","LOC106580685"
"LOC106580690","LOC_Predicted","LOC106580690","","LOC106580690","LOC106580690","LOC106580690","LOC106580690"
"LOC106580691","LOC_Predicted","LOC106580691","","LOC106580691","LOC106580691","LOC106580691","LOC106580691"
"LOC106580693","LOC_Predicted","LOC106580693","","LOC106580693","LOC106580693","LOC106580693","LOC106580693"
"LOC106580696","LOC_Predicted","LOC106580696","","LOC106580696","LOC106580696","LOC106580696","LOC106580696"
"LOC106580697","LOC_Predicted","LOC106580697","","LOC106580697","LOC106580697","LOC106580697","LOC106580697"
"LOC106580698","LOC_Predicted","LOC106580698","","LOC106580698","LOC106580698","LOC106580698","LOC106580698"
"LOC106580702","LOC_Predicted","LOC106580702","","LOC106580702","LOC106580702","LOC106580702","LOC106580702"
"LOC106580707","LOC_Predicted","LOC106580707","","LOC106580707","LOC106580707","LOC106580707","LOC106580707"
"LOC106580708","LOC_Predicted","LOC106580708","","LOC106580708","LOC106580708","LOC106580708","LOC106580708"
"LOC106580709","LOC_Predicted","LOC106580709","","LOC106580709","LOC106580709","LOC106580709","LOC106580709"
"LOC106580710","LOC_Predicted","LOC106580710","","LOC106580710","LOC106580710","LOC106580710","LOC106580710"
"LOC106580712","LOC_Predicted","LOC106580712","","LOC106580712","LOC106580712","LOC106580712","LOC106580712"
"LOC106580715","LOC_Predicted","LOC106580715","","LOC106580715","LOC106580715","LOC106580715","LOC106580715"
"LOC106580716","LOC_Predicted","LOC106580716","","LOC106580716","LOC106580716","LOC106580716","LOC106580716"
"LOC106580717","LOC_Predicted","LOC106580717","","LOC106580717","LOC106580717","LOC106580717","LOC106580717"
"LOC106580720","LOC_Predicted","LOC106580720","","LOC106580720","LOC106580720","LOC106580720","LOC106580720"
"LOC106580722","LOC_Predicted","LOC106580722","","LOC106580722","LOC106580722","LOC106580722","LOC106580722"
"LOC106580724","LOC_Predicted","LOC106580724","","LOC106580724","LOC106580724","LOC106580724","LOC106580724"
"LOC106580725","LOC_Predicted","LOC106580725","","LOC106580725","LOC106580725","LOC106580725","LOC106580725"
"LOC106580728","LOC_Predicted","LOC106580728","","LOC106580728","LOC106580728","LOC106580728","LOC106580728"
"LOC106580729","LOC_Predicted","LOC106580729","","LOC106580729","LOC106580729","LOC106580729","LOC106580729"
"LOC106580730","LOC_Predicted","LOC106580730","","LOC106580730","LOC106580730","LOC106580730","LOC106580730"
"LOC106580731","LOC_Predicted","LOC106580731","","LOC106580731","LOC106580731","LOC106580731","LOC106580731"
"LOC106580732","LOC_Predicted","LOC106580732","","LOC106580732","LOC106580732","LOC106580732","LOC106580732"
"LOC106580733","LOC_Predicted","LOC106580733","","LOC106580733","LOC106580733","LOC106580733","LOC106580733"
"LOC106580734","LOC_Predicted","LOC106580734","","LOC106580734","LOC106580734","LOC106580734","LOC106580734"
"LOC106580735","LOC_Predicted","LOC106580735","","LOC106580735","LOC106580735","LOC106580735","LOC106580735"
"LOC106580736","LOC_Predicted","LOC106580736","","LOC106580736","LOC106580736","LOC106580736","LOC106580736"
"LOC106580737","LOC_Predicted","LOC106580737","","LOC106580737","LOC106580737","LOC106580737","LOC106580737"
"LOC106580738","LOC_Predicted","LOC106580738","","LOC106580738","LOC106580738","LOC106580738","LOC106580738"
"LOC106580739","LOC_Predicted","LOC106580739","","LOC106580739","LOC106580739","LOC106580739","LOC106580739"
"LOC106580740","LOC_Predicted","LOC106580740","","LOC106580740","LOC106580740","LOC106580740","LOC106580740"
"LOC106580741","LOC_Predicted","LOC106580741","","LOC106580741","LOC106580741","LOC106580741","LOC106580741"
"LOC106580742","LOC_Predicted","LOC106580742","","LOC106580742","LOC106580742","LOC106580742","LOC106580742"
"LOC106580743","LOC_Predicted","LOC106580743","","LOC106580743","LOC106580743","LOC106580743","LOC106580743"
"LOC106580744","LOC_Predicted","LOC106580744","","LOC106580744","LOC106580744","LOC106580744","LOC106580744"
"LOC106580745","LOC_Predicted","LOC106580745","","LOC106580745","LOC106580745","LOC106580745","LOC106580745"
"LOC106580746","LOC_Predicted","LOC106580746","","LOC106580746","LOC106580746","LOC106580746","LOC106580746"
"LOC106580747","LOC_Predicted","LOC106580747","","LOC106580747","LOC106580747","LOC106580747","LOC106580747"
"LOC106580748","LOC_Predicted","LOC106580748","","LOC106580748","LOC106580748","LOC106580748","LOC106580748"
"LOC106580749","LOC_Predicted","LOC106580749","","LOC106580749","LOC106580749","LOC106580749","LOC106580749"
"LOC106580751","LOC_Predicted","LOC106580751","","LOC106580751","LOC106580751","LOC106580751","LOC106580751"
"LOC106580752","LOC_Predicted","LOC106580752","","LOC106580752","LOC106580752","LOC106580752","LOC106580752"
"LOC106580753","LOC_Predicted","LOC106580753","","LOC106580753","LOC106580753","LOC106580753","LOC106580753"
"LOC106580754","LOC_Predicted","LOC106580754","","LOC106580754","LOC106580754","LOC106580754","LOC106580754"
"LOC106580755","LOC_Predicted","LOC106580755","","LOC106580755","LOC106580755","LOC106580755","LOC106580755"
"LOC106580757","LOC_Predicted","LOC106580757","","LOC106580757","LOC106580757","LOC106580757","LOC106580757"
"LOC106580758","LOC_Predicted","LOC106580758","","LOC106580758","LOC106580758","LOC106580758","LOC106580758"
"LOC106580759","LOC_Predicted","LOC106580759","","LOC106580759","LOC106580759","LOC106580759","LOC106580759"
"LOC106580760","LOC_Predicted","LOC106580760","","LOC106580760","LOC106580760","LOC106580760","LOC106580760"
"LOC106580761","LOC_Predicted","LOC106580761","","LOC106580761","LOC106580761","LOC106580761","LOC106580761"
"LOC106580762","LOC_Predicted","LOC106580762","","LOC106580762","LOC106580762","LOC106580762","LOC106580762"
"LOC106580763","LOC_Predicted","LOC106580763","","LOC106580763","LOC106580763","LOC106580763","LOC106580763"
"LOC106580764","LOC_Predicted","LOC106580764","","LOC106580764","LOC106580764","LOC106580764","LOC106580764"
"LOC106580765","LOC_Predicted","LOC106580765","","LOC106580765","LOC106580765","LOC106580765","LOC106580765"
"LOC106580766","LOC_Predicted","LOC106580766","","LOC106580766","LOC106580766","LOC106580766","LOC106580766"
"LOC106580767","LOC_Predicted","LOC106580767","","LOC106580767","LOC106580767","LOC106580767","LOC106580767"
"LOC106580768","LOC_Predicted","LOC106580768","","LOC106580768","LOC106580768","LOC106580768","LOC106580768"
"LOC106580769","LOC_Predicted","LOC106580769","","LOC106580769","LOC106580769","LOC106580769","LOC106580769"
"LOC106580770","LOC_Predicted","LOC106580770","","LOC106580770","LOC106580770","LOC106580770","LOC106580770"
"LOC106580771","LOC_Predicted","LOC106580771","","LOC106580771","LOC106580771","LOC106580771","LOC106580771"
"LOC106580772","LOC_Predicted","LOC106580772","","LOC106580772","LOC106580772","LOC106580772","LOC106580772"
"LOC106580774","LOC_Predicted","LOC106580774","","LOC106580774","LOC106580774","LOC106580774","LOC106580774"
"LOC106580775","LOC_Predicted","LOC106580775","","LOC106580775","LOC106580775","LOC106580775","LOC106580775"
"LOC106580776","LOC_Predicted","LOC106580776","","LOC106580776","LOC106580776","LOC106580776","LOC106580776"
"LOC106580777","LOC_Predicted","LOC106580777","","LOC106580777","LOC106580777","LOC106580777","LOC106580777"
"LOC106580778","LOC_Predicted","LOC106580778","","LOC106580778","LOC106580778","LOC106580778","LOC106580778"
"LOC106580779","LOC_Predicted","LOC106580779","","LOC106580779","LOC106580779","LOC106580779","LOC106580779"
"LOC106580781","LOC_Predicted","LOC106580781","","LOC106580781","LOC106580781","LOC106580781","LOC106580781"
"LOC106580782","LOC_Predicted","LOC106580782","","LOC106580782","LOC106580782","LOC106580782","LOC106580782"
"LOC106580783","LOC_Predicted","LOC106580783","","LOC106580783","LOC106580783","LOC106580783","LOC106580783"
"LOC106580784","LOC_Predicted","LOC106580784","","LOC106580784","LOC106580784","LOC106580784","LOC106580784"
"LOC106580785","LOC_Predicted","LOC106580785","","LOC106580785","LOC106580785","LOC106580785","LOC106580785"
"LOC106580786","LOC_Predicted","LOC106580786","","LOC106580786","LOC106580786","LOC106580786","LOC106580786"
"LOC106580787","LOC_Predicted","LOC106580787","","LOC106580787","LOC106580787","LOC106580787","LOC106580787"
"LOC106580788","LOC_Predicted","LOC106580788","","LOC106580788","LOC106580788","LOC106580788","LOC106580788"
"LOC106580789","LOC_Predicted","LOC106580789","","LOC106580789","LOC106580789","LOC106580789","LOC106580789"
"LOC106580790","LOC_Predicted","LOC106580790","","LOC106580790","LOC106580790","LOC106580790","LOC106580790"
"LOC106580791","LOC_Predicted","LOC106580791","","LOC106580791","LOC106580791","LOC106580791","LOC106580791"
"LOC106580792","LOC_Predicted","LOC106580792","","LOC106580792","LOC106580792","LOC106580792","LOC106580792"
"LOC106580794","LOC_Predicted","LOC106580794","","LOC106580794","LOC106580794","LOC106580794","LOC106580794"
"LOC106580795","LOC_Predicted","LOC106580795","","LOC106580795","LOC106580795","LOC106580795","LOC106580795"
"LOC106580796","LOC_Predicted","LOC106580796","","LOC106580796","LOC106580796","LOC106580796","LOC106580796"
"LOC106580797","LOC_Predicted","LOC106580797","","LOC106580797","LOC106580797","LOC106580797","LOC106580797"
"LOC106580798","LOC_Predicted","LOC106580798","","LOC106580798","LOC106580798","LOC106580798","LOC106580798"
"LOC106580799","LOC_Predicted","LOC106580799","","LOC106580799","LOC106580799","LOC106580799","LOC106580799"
"LOC106580800","LOC_Predicted","LOC106580800","","LOC106580800","LOC106580800","LOC106580800","LOC106580800"
"LOC106580801","LOC_Predicted","LOC106580801","","LOC106580801","LOC106580801","LOC106580801","LOC106580801"
"LOC106580802","LOC_Predicted","LOC106580802","","LOC106580802","LOC106580802","LOC106580802","LOC106580802"
"LOC106580803","LOC_Predicted","LOC106580803","","LOC106580803","LOC106580803","LOC106580803","LOC106580803"
"LOC106580804","LOC_Predicted","LOC106580804","","LOC106580804","LOC106580804","LOC106580804","LOC106580804"
"LOC106580805","LOC_Predicted","LOC106580805","","LOC106580805","LOC106580805","LOC106580805","LOC106580805"
"LOC106580806","LOC_Predicted","LOC106580806","","LOC106580806","LOC106580806","LOC106580806","LOC106580806"
"LOC106580807","LOC_Predicted","LOC106580807","","LOC106580807","LOC106580807","LOC106580807","LOC106580807"
"LOC106580808","LOC_Predicted","LOC106580808","","LOC106580808","LOC106580808","LOC106580808","LOC106580808"
"LOC106580809","LOC_Predicted","LOC106580809","","LOC106580809","LOC106580809","LOC106580809","LOC106580809"
"LOC106580812","LOC_Predicted","LOC106580812","","LOC106580812","LOC106580812","LOC106580812","LOC106580812"
"LOC106580813","LOC_Predicted","LOC106580813","","LOC106580813","LOC106580813","LOC106580813","LOC106580813"
"LOC106580814","LOC_Predicted","LOC106580814","","LOC106580814","LOC106580814","LOC106580814","LOC106580814"
"LOC106580815","LOC_Predicted","LOC106580815","","LOC106580815","LOC106580815","LOC106580815","LOC106580815"
"LOC106580817","LOC_Predicted","LOC106580817","","LOC106580817","LOC106580817","LOC106580817","LOC106580817"
"LOC106580818","LOC_Predicted","LOC106580818","","LOC106580818","LOC106580818","LOC106580818","LOC106580818"
"LOC106580819","LOC_Predicted","LOC106580819","","LOC106580819","LOC106580819","LOC106580819","LOC106580819"
"LOC106580820","LOC_Predicted","LOC106580820","","LOC106580820","LOC106580820","LOC106580820","LOC106580820"
"LOC106580821","LOC_Predicted","LOC106580821","","LOC106580821","LOC106580821","LOC106580821","LOC106580821"
"LOC106580823","LOC_Predicted","LOC106580823","","LOC106580823","LOC106580823","LOC106580823","LOC106580823"
"LOC106580824","LOC_Predicted","LOC106580824","","LOC106580824","LOC106580824","LOC106580824","LOC106580824"
"LOC106580827","LOC_Predicted","LOC106580827","","LOC106580827","LOC106580827","LOC106580827","LOC106580827"
"LOC106580828","LOC_Predicted","LOC106580828","","LOC106580828","LOC106580828","LOC106580828","LOC106580828"
"LOC106580829","LOC_Predicted","LOC106580829","","LOC106580829","LOC106580829","LOC106580829","LOC106580829"
"LOC106580830","LOC_Predicted","LOC106580830","","LOC106580830","LOC106580830","LOC106580830","LOC106580830"
"LOC106580831","LOC_Predicted","LOC106580831","","LOC106580831","LOC106580831","LOC106580831","LOC106580831"
"LOC106580832","LOC_Predicted","LOC106580832","","LOC106580832","LOC106580832","LOC106580832","LOC106580832"
"LOC106580833","LOC_Predicted","LOC106580833","","LOC106580833","LOC106580833","LOC106580833","LOC106580833"
"LOC106580834","LOC_Predicted","LOC106580834","","LOC106580834","LOC106580834","LOC106580834","LOC106580834"
"LOC106580835","LOC_Predicted","LOC106580835","","LOC106580835","LOC106580835","LOC106580835","LOC106580835"
"LOC106580836","LOC_Predicted","LOC106580836","","LOC106580836","LOC106580836","LOC106580836","LOC106580836"
"LOC106580837","LOC_Predicted","LOC106580837","","LOC106580837","LOC106580837","LOC106580837","LOC106580837"
"LOC106580838","LOC_Predicted","LOC106580838","","LOC106580838","LOC106580838","LOC106580838","LOC106580838"
"LOC106580839","LOC_Predicted","LOC106580839","","LOC106580839","LOC106580839","LOC106580839","LOC106580839"
"LOC106580840","LOC_Predicted","LOC106580840","","LOC106580840","LOC106580840","LOC106580840","LOC106580840"
"LOC106580841","LOC_Predicted","LOC106580841","","LOC106580841","LOC106580841","LOC106580841","LOC106580841"
"LOC106580842","LOC_Predicted","LOC106580842","","LOC106580842","LOC106580842","LOC106580842","LOC106580842"
"LOC106580844","LOC_Predicted","LOC106580844","","LOC106580844","LOC106580844","LOC106580844","LOC106580844"
"LOC106580846","LOC_Predicted","LOC106580846","","LOC106580846","LOC106580846","LOC106580846","LOC106580846"
"LOC106580848","LOC_Predicted","LOC106580848","","LOC106580848","LOC106580848","LOC106580848","LOC106580848"
"LOC106580849","LOC_Predicted","LOC106580849","","LOC106580849","LOC106580849","LOC106580849","LOC106580849"
"LOC106580850","LOC_Predicted","LOC106580850","","LOC106580850","LOC106580850","LOC106580850","LOC106580850"
"LOC106580852","LOC_Predicted","LOC106580852","","LOC106580852","LOC106580852","LOC106580852","LOC106580852"
"LOC106580853","LOC_Predicted","LOC106580853","","LOC106580853","LOC106580853","LOC106580853","LOC106580853"
"LOC106580854","LOC_Predicted","LOC106580854","","LOC106580854","LOC106580854","LOC106580854","LOC106580854"
"LOC106580855","LOC_Predicted","LOC106580855","","LOC106580855","LOC106580855","LOC106580855","LOC106580855"
"LOC106580856","LOC_Predicted","LOC106580856","","LOC106580856","LOC106580856","LOC106580856","LOC106580856"
"LOC106580857","LOC_Predicted","LOC106580857","","LOC106580857","LOC106580857","LOC106580857","LOC106580857"
"LOC106580858","LOC_Predicted","LOC106580858","","LOC106580858","LOC106580858","LOC106580858","LOC106580858"
"LOC106580860","LOC_Predicted","LOC106580860","","LOC106580860","LOC106580860","LOC106580860","LOC106580860"
"LOC106580861","LOC_Predicted","LOC106580861","","LOC106580861","LOC106580861","LOC106580861","LOC106580861"
"LOC106580862","LOC_Predicted","LOC106580862","","LOC106580862","LOC106580862","LOC106580862","LOC106580862"
"LOC106580864","LOC_Predicted","LOC106580864","","LOC106580864","LOC106580864","LOC106580864","LOC106580864"
"LOC106580866","LOC_Predicted","LOC106580866","","LOC106580866","LOC106580866","LOC106580866","LOC106580866"
"LOC106580867","LOC_Predicted","LOC106580867","","LOC106580867","LOC106580867","LOC106580867","LOC106580867"
"LOC106580869","LOC_Predicted","LOC106580869","","LOC106580869","LOC106580869","LOC106580869","LOC106580869"
"LOC106580871","LOC_Predicted","LOC106580871","","LOC106580871","LOC106580871","LOC106580871","LOC106580871"
"LOC106580872","LOC_Predicted","LOC106580872","","LOC106580872","LOC106580872","LOC106580872","LOC106580872"
"LOC106580873","LOC_Predicted","LOC106580873","","LOC106580873","LOC106580873","LOC106580873","LOC106580873"
"LOC106580874","LOC_Predicted","LOC106580874","","LOC106580874","LOC106580874","LOC106580874","LOC106580874"
"LOC106580876","LOC_Predicted","LOC106580876","","LOC106580876","LOC106580876","LOC106580876","LOC106580876"
"LOC106580877","LOC_Predicted","LOC106580877","","LOC106580877","LOC106580877","LOC106580877","LOC106580877"
"LOC106580878","LOC_Predicted","LOC106580878","","LOC106580878","LOC106580878","LOC106580878","LOC106580878"
"LOC106580879","LOC_Predicted","LOC106580879","","LOC106580879","LOC106580879","LOC106580879","LOC106580879"
"LOC106580880","LOC_Predicted","LOC106580880","","LOC106580880","LOC106580880","LOC106580880","LOC106580880"
"LOC106580881","LOC_Predicted","LOC106580881","","LOC106580881","LOC106580881","LOC106580881","LOC106580881"
"LOC106580882","LOC_Predicted","LOC106580882","","LOC106580882","LOC106580882","LOC106580882","LOC106580882"
"LOC106580883","LOC_Predicted","LOC106580883","","LOC106580883","LOC106580883","LOC106580883","LOC106580883"
"LOC106580885","LOC_Predicted","LOC106580885","","LOC106580885","LOC106580885","LOC106580885","LOC106580885"
"LOC106580890","LOC_Predicted","LOC106580890","","LOC106580890","LOC106580890","LOC106580890","LOC106580890"
"LOC106580893","LOC_Predicted","LOC106580893","","LOC106580893","LOC106580893","LOC106580893","LOC106580893"
"LOC106580895","LOC_Predicted","LOC106580895","","LOC106580895","LOC106580895","LOC106580895","LOC106580895"
"LOC106580896","LOC_Predicted","LOC106580896","","LOC106580896","LOC106580896","LOC106580896","LOC106580896"
"LOC106580899","LOC_Predicted","LOC106580899","","LOC106580899","LOC106580899","LOC106580899","LOC106580899"
"LOC106580900","LOC_Predicted","LOC106580900","","LOC106580900","LOC106580900","LOC106580900","LOC106580900"
"LOC106580902","LOC_Predicted","LOC106580902","","LOC106580902","LOC106580902","LOC106580902","LOC106580902"
"LOC106580903","LOC_Predicted","LOC106580903","","LOC106580903","LOC106580903","LOC106580903","LOC106580903"
"LOC106580904","LOC_Predicted","LOC106580904","","LOC106580904","LOC106580904","LOC106580904","LOC106580904"
"LOC106580905","LOC_Predicted","LOC106580905","","LOC106580905","LOC106580905","LOC106580905","LOC106580905"
"LOC106580906","LOC_Predicted","LOC106580906","","LOC106580906","LOC106580906","LOC106580906","LOC106580906"
"LOC106580907","LOC_Predicted","LOC106580907","","LOC106580907","LOC106580907","LOC106580907","LOC106580907"
"LOC106580908","LOC_Predicted","LOC106580908","","LOC106580908","LOC106580908","LOC106580908","LOC106580908"
"LOC106580911","LOC_Predicted","LOC106580911","","LOC106580911","LOC106580911","LOC106580911","LOC106580911"
"LOC106580912","LOC_Predicted","LOC106580912","","LOC106580912","LOC106580912","LOC106580912","LOC106580912"
"LOC106580914","LOC_Predicted","LOC106580914","","LOC106580914","LOC106580914","LOC106580914","LOC106580914"
"LOC106580915","LOC_Predicted","LOC106580915","","LOC106580915","LOC106580915","LOC106580915","LOC106580915"
"LOC106580917","LOC_Predicted","LOC106580917","","LOC106580917","LOC106580917","LOC106580917","LOC106580917"
"LOC106580918","LOC_Predicted","LOC106580918","","LOC106580918","LOC106580918","LOC106580918","LOC106580918"
"LOC106580919","LOC_Predicted","LOC106580919","","LOC106580919","LOC106580919","LOC106580919","LOC106580919"
"LOC106580920","LOC_Predicted","LOC106580920","","LOC106580920","LOC106580920","LOC106580920","LOC106580920"
"LOC106580921","LOC_Predicted","LOC106580921","","LOC106580921","LOC106580921","LOC106580921","LOC106580921"
"LOC106580923","LOC_Predicted","LOC106580923","","LOC106580923","LOC106580923","LOC106580923","LOC106580923"
"LOC106580924","LOC_Predicted","LOC106580924","","LOC106580924","LOC106580924","LOC106580924","LOC106580924"
"LOC106580925","LOC_Predicted","LOC106580925","","LOC106580925","LOC106580925","LOC106580925","LOC106580925"
"LOC106580926","LOC_Predicted","LOC106580926","","LOC106580926","LOC106580926","LOC106580926","LOC106580926"
"LOC106580929","LOC_Predicted","LOC106580929","","LOC106580929","LOC106580929","LOC106580929","LOC106580929"
"LOC106580930","LOC_Predicted","LOC106580930","","LOC106580930","LOC106580930","LOC106580930","LOC106580930"
"LOC106580931","LOC_Predicted","LOC106580931","","LOC106580931","LOC106580931","LOC106580931","LOC106580931"
"LOC106580932","LOC_Predicted","LOC106580932","","LOC106580932","LOC106580932","LOC106580932","LOC106580932"
"LOC106580933","LOC_Predicted","LOC106580933","","LOC106580933","LOC106580933","LOC106580933","LOC106580933"
"LOC106580934","LOC_Predicted","LOC106580934","","LOC106580934","LOC106580934","LOC106580934","LOC106580934"
"LOC106580935","LOC_Predicted","LOC106580935","","LOC106580935","LOC106580935","LOC106580935","LOC106580935"
"LOC106580937","LOC_Predicted","LOC106580937","","LOC106580937","LOC106580937","LOC106580937","LOC106580937"
"LOC106580938","LOC_Predicted","LOC106580938","","LOC106580938","LOC106580938","LOC106580938","LOC106580938"
"LOC106580939","LOC_Predicted","LOC106580939","","LOC106580939","LOC106580939","LOC106580939","LOC106580939"
"LOC106580940","LOC_Predicted","LOC106580940","","LOC106580940","LOC106580940","LOC106580940","LOC106580940"
"LOC106580941","LOC_Predicted","LOC106580941","","LOC106580941","LOC106580941","LOC106580941","LOC106580941"
"LOC106580942","LOC_Predicted","LOC106580942","","LOC106580942","LOC106580942","LOC106580942","LOC106580942"
"LOC106580943","LOC_Predicted","LOC106580943","","LOC106580943","LOC106580943","LOC106580943","LOC106580943"
"LOC106580944","LOC_Predicted","LOC106580944","","LOC106580944","LOC106580944","LOC106580944","LOC106580944"
"LOC106580945","LOC_Predicted","LOC106580945","","LOC106580945","LOC106580945","LOC106580945","LOC106580945"
"LOC106580947","LOC_Predicted","LOC106580947","","LOC106580947","LOC106580947","LOC106580947","LOC106580947"
"LOC106580948","LOC_Predicted","LOC106580948","","LOC106580948","LOC106580948","LOC106580948","LOC106580948"
"LOC106580950","LOC_Predicted","LOC106580950","","LOC106580950","LOC106580950","LOC106580950","LOC106580950"
"LOC106580952","LOC_Predicted","LOC106580952","","LOC106580952","LOC106580952","LOC106580952","LOC106580952"
"LOC106580953","LOC_Predicted","LOC106580953","","LOC106580953","LOC106580953","LOC106580953","LOC106580953"
"LOC106580954","LOC_Predicted","LOC106580954","","LOC106580954","LOC106580954","LOC106580954","LOC106580954"
"LOC106580955","LOC_Predicted","LOC106580955","","LOC106580955","LOC106580955","LOC106580955","LOC106580955"
